link_id,customer_id_1,customer_id_2,link_type,link_strength
CL00012535,33808,10627,shared_beneficial_owner,0.718
CL00012536,21298,44078,related_party,0.864
CL00012537,33328,25864,shared_address,0.975
CL00012538,29988,35226,shared_phone,0.76
CL00012539,26984,30536,related_party,0.977
CL00012540,5865,41198,shared_director,0.939
CL00012541,46218,38266,shared_director,0.745
CL00012542,32890,24898,shared_beneficial_owner,0.936
CL00012543,45918,38081,shared_director,0.901
CL00012544,17262,22812,related_party,0.613
CL00012545,27696,8429,shared_address,0.684
CL00012546,16863,15845,related_party,0.497
CL00012547,7744,13274,shared_phone,0.948
CL00012548,9723,23531,shared_phone,0.584
CL00012549,25400,39794,shared_beneficial_owner,0.715
CL00012550,30886,11952,shared_beneficial_owner,0.949
CL00012551,40649,16968,shared_phone,0.773
CL00012552,22500,38307,shared_beneficial_owner,0.949
CL00012553,36615,2974,shared_director,0.463
CL00012554,5487,13028,shared_beneficial_owner,0.749
CL00012555,12821,24104,shared_beneficial_owner,0.709
CL00012556,22617,18421,shared_beneficial_owner,0.942
CL00012557,30275,18314,shared_address,0.83
CL00012558,418,2932,shared_director,0.664
CL00012559,21764,48436,shared_director,0.846
CL00012560,34741,5559,shared_phone,0.982
CL00012561,32132,39160,shared_beneficial_owner,0.508
CL00012562,773,2673,shared_address,0.996
CL00012563,40093,25087,shared_beneficial_owner,0.905
CL00012564,11832,15515,shared_director,0.467
CL00012565,10552,39724,shared_beneficial_owner,0.699
CL00012566,1112,38169,shared_director,0.893
CL00012567,32414,35834,related_party,0.74
CL00012568,2435,26437,shared_phone,0.438
CL00012569,18138,37527,shared_phone,0.94
CL00012570,20599,2959,shared_beneficial_owner,0.606
CL00012571,16518,21369,shared_director,0.616
CL00012572,41159,29414,shared_director,0.656
CL00012573,40656,34549,shared_address,0.721
CL00012574,17360,24241,shared_director,0.509
CL00012575,31527,948,shared_phone,0.72
CL00012576,41187,47885,shared_director,0.749
CL00012577,34076,47863,shared_director,0.728
CL00012578,17641,45296,shared_address,0.697
CL00012579,32865,978,shared_address,0.908
CL00012580,42031,20265,shared_beneficial_owner,0.894
CL00012581,35615,13826,shared_address,0.727
CL00012582,15341,48758,shared_director,0.778
CL00012583,41034,43128,shared_beneficial_owner,0.661
CL00012584,49723,24719,related_party,0.529
CL00012585,18900,48315,shared_phone,0.578
CL00012586,26870,11117,shared_director,0.724
CL00012587,27419,40222,shared_director,0.402
CL00012588,46754,39717,shared_phone,0.404
CL00012589,17854,45394,shared_beneficial_owner,0.569
CL00012590,14946,38111,shared_director,0.832
CL00012591,16363,23001,shared_beneficial_owner,0.541
CL00012592,7599,36351,shared_address,0.58
CL00012593,20454,43289,shared_address,0.422
CL00012594,18478,16610,shared_director,0.886
CL00012595,11044,34887,shared_beneficial_owner,0.457
CL00012596,2294,37135,shared_address,0.933
CL00012597,3036,48228,shared_beneficial_owner,0.736
CL00012598,22064,22733,shared_phone,0.486
CL00012599,21484,3950,shared_director,0.922
CL00012600,21953,32171,shared_director,0.788
CL00012601,39617,13050,shared_phone,0.87
CL00012602,35779,5584,shared_phone,0.914
CL00012603,6066,3331,shared_beneficial_owner,0.819
CL00012604,4967,16121,shared_director,0.999
CL00012605,20767,22394,shared_beneficial_owner,0.455
CL00012606,20447,42068,shared_beneficial_owner,0.97
CL00012607,40363,26623,shared_address,0.658
CL00012608,1901,14145,shared_address,0.946
CL00012609,8502,46511,shared_director,0.728
CL00012610,3509,8598,shared_director,0.81
CL00012611,31708,16547,shared_beneficial_owner,0.703
CL00012612,46393,49006,related_party,0.605
CL00012613,15156,38436,shared_address,0.81
CL00012614,9041,20982,related_party,0.759
CL00012615,5484,27138,shared_phone,0.509
CL00012616,43883,47614,shared_beneficial_owner,0.683
CL00012617,18422,29635,shared_director,0.917
CL00012618,2703,44648,shared_director,0.644
CL00012619,5377,8420,shared_address,0.645
CL00012620,26378,29321,related_party,0.536
CL00012621,12655,13159,shared_director,0.842
CL00012622,12654,20047,related_party,0.514
CL00012623,45969,39328,shared_phone,0.808
CL00012624,5441,15935,shared_director,0.773
CL00012625,17815,25340,shared_director,0.969
CL00012626,27412,34406,related_party,0.474
CL00012627,30271,46758,shared_address,0.961
CL00012628,37035,19089,shared_address,0.631
CL00012629,14340,30355,shared_address,0.737
CL00012630,41933,46603,shared_phone,0.452
CL00012631,33552,31496,shared_director,0.424
CL00012632,6087,26400,shared_phone,0.511
CL00012633,45053,15207,shared_beneficial_owner,0.622
CL00012634,28803,32761,shared_address,0.59
CL00012635,18178,27952,shared_beneficial_owner,0.51
CL00012636,46003,15287,shared_director,0.451
CL00012637,15509,20234,shared_beneficial_owner,0.549
CL00012638,19898,16614,shared_beneficial_owner,0.624
CL00012639,17871,40628,shared_address,0.93
CL00012640,1355,17142,shared_beneficial_owner,0.496
CL00012641,15459,14468,shared_address,0.866
CL00012642,46105,41016,related_party,0.406
CL00012643,42544,8975,shared_director,0.535
CL00012644,28780,23352,shared_director,0.694
CL00012645,7525,47411,shared_director,0.474
CL00012646,28694,11117,shared_phone,0.623
CL00012647,49628,36819,shared_beneficial_owner,0.692
CL00012648,44548,23903,shared_director,0.576
CL00012649,33210,10678,shared_address,0.852
CL00012650,46731,16948,shared_address,0.45
CL00012651,3250,38244,shared_phone,0.428
CL00012652,6319,1861,shared_address,0.778
CL00012653,37512,18895,shared_phone,0.824
CL00012654,27846,46067,shared_address,0.936
CL00012655,17323,13213,related_party,0.466
CL00012656,30232,2518,shared_beneficial_owner,0.59
CL00012657,34114,34607,shared_director,0.449
CL00012658,20252,34505,shared_phone,0.945
CL00012659,48139,41484,shared_director,0.589
CL00012660,216,34961,shared_address,0.532
CL00012661,36486,11050,shared_beneficial_owner,0.749
CL00012662,35203,5334,shared_address,0.942
CL00012663,1741,5755,shared_director,0.536
CL00012664,25237,19199,shared_director,0.989
CL00012665,13514,32414,shared_beneficial_owner,0.595
CL00012666,46007,3314,related_party,0.719
CL00012667,14468,29901,shared_beneficial_owner,0.608
CL00012668,9156,14058,shared_director,0.451
CL00012669,23126,37474,shared_beneficial_owner,0.501
CL00012670,41239,46452,related_party,0.951
CL00012671,28511,17082,shared_beneficial_owner,0.48
CL00012672,17432,42095,shared_beneficial_owner,0.48
CL00012673,1690,17468,shared_beneficial_owner,0.446
CL00012674,46214,23277,related_party,0.708
CL00012675,36685,45207,shared_director,0.588
CL00012676,19516,15788,shared_director,0.951
CL00012677,7927,26230,shared_beneficial_owner,0.954
CL00012678,27197,27087,shared_director,0.819
CL00012679,33172,40276,related_party,0.639
CL00012680,37148,38266,shared_beneficial_owner,0.558
CL00012681,45548,26208,shared_beneficial_owner,0.696
CL00012682,12990,24867,shared_phone,0.587
CL00012683,30233,19708,shared_beneficial_owner,0.568
CL00012684,36865,2487,related_party,0.814
CL00012685,34473,33011,shared_address,0.739
CL00012686,21953,4439,shared_director,0.534
CL00012687,3838,47452,shared_beneficial_owner,0.721
CL00012688,46214,28625,related_party,0.501
CL00012689,14960,38178,shared_address,0.88
CL00012690,44979,46521,shared_director,0.439
CL00012691,15688,595,shared_address,0.757
CL00012692,18848,47830,shared_director,0.884
CL00012693,9440,40815,shared_address,0.991
CL00012694,33715,48654,related_party,0.85
CL00012695,24381,45073,shared_beneficial_owner,0.544
CL00012696,43414,798,shared_beneficial_owner,0.901
CL00012697,36898,1609,shared_director,0.82
CL00012698,27480,46204,shared_director,0.486
CL00012699,44357,30223,shared_address,0.686
CL00012700,38421,3082,shared_address,0.514
CL00012701,35567,45323,shared_director,0.744
CL00012702,49729,18895,shared_beneficial_owner,0.591
CL00012703,34957,40090,shared_phone,0.774
CL00012704,709,12353,shared_address,0.799
CL00012705,49023,48538,shared_beneficial_owner,0.69
CL00012706,36321,14903,shared_address,0.473
CL00012707,13276,2539,shared_address,0.599
CL00012708,31526,29469,shared_beneficial_owner,0.51
CL00012709,10900,21006,shared_beneficial_owner,0.482
CL00012710,39829,44821,shared_phone,0.709
CL00012711,16807,5353,shared_phone,0.47
CL00012712,12686,34294,shared_director,0.666
CL00012713,43282,28738,shared_address,0.94
CL00012714,3940,49226,shared_director,0.479
CL00012715,21342,41886,shared_director,0.961
CL00012716,25888,31631,shared_phone,0.749
CL00012717,20556,19174,related_party,0.827
CL00012718,33414,32221,shared_director,0.414
CL00012719,42983,12414,shared_director,0.542
CL00012720,25290,20727,related_party,0.785
CL00012721,7457,33223,shared_phone,0.501
CL00012722,33798,43227,shared_address,0.949
CL00012723,22241,21717,shared_director,0.88
CL00012724,12494,42547,shared_director,0.869
CL00012725,4226,809,shared_director,0.957
CL00012726,45548,2998,shared_director,0.595
CL00012727,7938,21304,shared_address,0.82
CL00012728,30928,34168,shared_director,0.492
CL00012729,23700,41599,shared_address,0.863
CL00012730,9911,267,shared_director,0.812
CL00012731,25515,49440,shared_director,0.878
CL00012732,18839,46673,shared_address,0.778
CL00012733,21370,40963,related_party,0.655
CL00012734,37181,46642,shared_beneficial_owner,0.419
CL00012735,1615,39321,shared_director,0.704
CL00012736,14679,23361,related_party,0.98
CL00012737,36128,29036,shared_director,0.409
CL00012738,41085,5717,shared_address,0.767
CL00012739,49448,32558,shared_director,0.903
CL00012740,32023,16304,shared_director,0.948
CL00012741,32116,26592,shared_director,0.811
CL00012742,8741,13356,related_party,0.458
CL00012743,41441,19385,shared_beneficial_owner,0.645
CL00012744,47499,13484,shared_director,0.403
CL00012745,44843,36407,shared_beneficial_owner,0.997
CL00012746,22636,4599,shared_director,0.704
CL00012747,17291,44254,shared_beneficial_owner,0.446
CL00012748,7938,44629,related_party,0.632
CL00012749,17538,36073,shared_beneficial_owner,0.947
CL00012750,44835,43525,shared_address,0.872
CL00012751,25872,38357,shared_phone,0.808
CL00012752,30262,39211,shared_beneficial_owner,0.796
CL00012753,24023,6447,related_party,0.509
CL00012754,44137,37219,shared_beneficial_owner,0.871
CL00012755,7311,29010,shared_beneficial_owner,0.723
CL00012756,25306,24955,shared_address,0.497
CL00012757,49872,45432,shared_beneficial_owner,0.713
CL00012758,35068,44555,shared_director,0.868
CL00012759,47848,29310,related_party,0.813
CL00012760,27291,16926,shared_director,0.732
CL00012761,21419,34972,shared_phone,0.677
CL00012762,4371,24655,shared_address,0.92
CL00012763,30042,8444,shared_director,0.567
CL00012764,44611,38246,shared_address,0.927
CL00012765,18353,35457,shared_address,0.611
CL00012766,40920,8609,shared_beneficial_owner,0.95
CL00012767,8012,4517,shared_director,0.595
CL00012768,22845,25395,shared_address,0.986
CL00012769,41387,24956,shared_phone,0.659
CL00012770,8571,37571,shared_beneficial_owner,0.775
CL00012771,37378,44018,shared_beneficial_owner,0.715
CL00012772,49813,25381,related_party,0.67
CL00012773,36037,41102,shared_director,0.455
CL00012774,43638,2704,shared_director,0.592
CL00012775,48388,43692,shared_address,0.985
CL00012776,45625,48777,shared_beneficial_owner,0.426
CL00012777,8354,306,shared_director,0.67
CL00012778,35861,33509,related_party,0.715
CL00012779,13006,22877,shared_phone,0.763
CL00012780,28848,27616,shared_director,0.648
CL00012781,17361,2595,shared_address,0.596
CL00012782,24074,47400,related_party,0.502
CL00012783,29010,42635,shared_beneficial_owner,0.46
CL00012784,31162,11618,shared_phone,0.72
CL00012785,25020,46444,shared_director,0.643
CL00012786,9299,23831,shared_phone,0.667
CL00012787,21320,48503,shared_address,0.757
CL00012788,28969,22379,shared_director,0.698
CL00012789,23448,32657,shared_phone,0.454
CL00012790,13499,46602,shared_address,0.974
CL00012791,24649,9846,shared_phone,0.966
CL00012792,12751,15547,shared_beneficial_owner,0.531
CL00012793,27773,15834,shared_beneficial_owner,0.623
CL00012794,29277,49894,shared_phone,0.732
CL00012795,28666,26543,shared_director,0.911
CL00012796,27138,3390,shared_director,0.573
CL00012797,30225,20108,shared_phone,0.703
CL00012798,31123,2481,shared_phone,0.873
CL00012799,35468,38610,shared_beneficial_owner,0.778
CL00012800,5196,17543,shared_phone,0.66
CL00012801,46760,17597,shared_beneficial_owner,0.799
CL00012802,30945,19974,shared_director,0.617
CL00012803,9915,15017,shared_director,0.808
CL00012804,38925,42649,shared_phone,0.906
CL00012805,29992,18809,related_party,0.775
CL00012806,16817,10872,shared_director,0.837
CL00012807,31760,16926,related_party,0.921
CL00012808,46465,6376,shared_director,0.81
CL00012809,2906,45507,shared_director,0.428
CL00012810,49205,10532,shared_director,0.482
CL00012811,36995,75,shared_beneficial_owner,0.868
CL00012812,12179,10177,shared_director,0.691
CL00012813,37291,16476,shared_director,0.938
CL00012814,39487,29489,shared_phone,0.415
CL00012815,21461,32210,shared_beneficial_owner,0.715
CL00012816,25807,44684,shared_director,0.822
CL00012817,7440,37074,shared_beneficial_owner,0.951
CL00012818,15224,3059,shared_beneficial_owner,0.523
CL00012819,31628,9969,shared_phone,0.849
CL00012820,37855,1264,shared_beneficial_owner,0.642
CL00012821,48348,6214,shared_phone,0.75
CL00012822,1401,21456,shared_beneficial_owner,0.996
CL00012823,13379,38541,shared_director,0.754
CL00012824,43795,1132,shared_director,0.947
CL00012825,27151,24288,shared_address,0.519
CL00012826,32878,20991,shared_phone,0.554
CL00012827,40988,26828,related_party,0.441
CL00012828,39229,42578,shared_director,0.731
CL00012829,1212,25847,shared_beneficial_owner,0.913
CL00012830,15417,362,shared_phone,0.584
CL00012831,46734,37861,shared_phone,0.695
CL00012832,31433,45721,shared_address,0.44
CL00012833,24381,9073,shared_director,0.99
CL00012834,4713,39391,related_party,0.672
CL00012835,38334,21420,related_party,0.896
CL00012836,30223,13356,shared_director,0.608
CL00012837,17081,40068,shared_director,0.608
CL00012838,13513,24974,shared_address,0.404
CL00012839,11545,23206,shared_address,0.471
CL00012840,6768,22789,shared_director,0.851
CL00012841,38307,4439,shared_beneficial_owner,0.668
CL00012842,13619,37562,shared_beneficial_owner,0.452
CL00012843,29121,13595,shared_director,0.444
CL00012844,41020,42254,shared_director,0.57
CL00012845,22989,37854,shared_director,0.458
CL00012846,33328,1436,shared_director,0.951
CL00012847,2683,9481,shared_director,0.964
CL00012848,7182,18170,shared_phone,0.907
CL00012849,13608,7880,shared_director,0.433
CL00012850,23438,24019,shared_director,0.663
CL00012851,10166,4472,shared_address,0.54
CL00012852,7865,9509,shared_director,0.481
CL00012853,1013,10946,shared_director,0.852
CL00012854,6116,45191,shared_director,0.937
CL00012855,49562,23601,shared_beneficial_owner,0.673
CL00012856,7050,12399,shared_director,0.836
CL00012857,9671,19103,shared_phone,0.698
CL00012858,11640,33223,shared_director,0.854
CL00012859,37861,10091,shared_beneficial_owner,0.683
CL00012860,37328,22985,shared_director,0.743
CL00012861,4443,49000,shared_address,0.672
CL00012862,40386,46688,shared_phone,0.754
CL00012863,717,19881,shared_beneficial_owner,0.787
CL00012864,47212,45045,shared_address,0.515
CL00012865,37097,29989,shared_beneficial_owner,0.55
CL00012866,35745,44700,shared_phone,0.527
CL00012867,24296,27959,shared_beneficial_owner,0.44
CL00012868,40853,42733,shared_address,0.719
CL00012869,14070,754,shared_beneficial_owner,0.543
CL00012870,45766,3442,shared_address,0.701
CL00012871,21732,6792,shared_phone,0.904
CL00012872,28902,42949,related_party,0.807
CL00012873,47439,21298,shared_address,0.834
CL00012874,4532,19037,shared_director,0.637
CL00012875,30859,45189,shared_director,0.456
CL00012876,2745,5918,shared_address,0.882
CL00012877,28234,26198,shared_director,0.531
CL00012878,31831,11930,shared_director,0.932
CL00012879,20029,9280,shared_director,0.599
CL00012880,8352,15681,shared_beneficial_owner,0.534
CL00012881,37531,29925,shared_beneficial_owner,0.921
CL00012882,48877,7799,shared_phone,0.915
CL00012883,37306,33684,shared_address,0.757
CL00012884,20562,18424,shared_address,0.409
CL00012885,33976,27786,shared_phone,0.479
CL00012886,29160,45385,shared_phone,0.469
CL00012887,2146,5602,shared_director,0.551
CL00012888,17664,46780,shared_phone,0.569
CL00012889,2670,12640,shared_address,0.672
CL00012890,31907,44629,shared_beneficial_owner,0.417
CL00012891,19271,15315,shared_address,0.973
CL00012892,20933,24080,shared_director,0.92
CL00012893,48699,4299,shared_director,0.838
CL00012894,48171,5548,shared_address,0.416
CL00012895,8032,45997,shared_beneficial_owner,0.869
CL00012896,16994,10872,shared_address,0.779
CL00012897,40229,20965,shared_beneficial_owner,0.641
CL00012898,11746,15785,shared_director,0.44
CL00012899,31907,43078,shared_phone,0.87
CL00012900,13244,4534,shared_address,0.887
CL00012901,971,35710,shared_beneficial_owner,0.661
CL00012902,22491,30090,shared_phone,0.896
CL00012903,19754,28286,shared_address,0.767
CL00012904,26757,23943,shared_director,0.651
CL00012905,34117,16394,shared_director,0.816
CL00012906,47740,49235,shared_phone,0.775
CL00012907,10116,42247,related_party,0.713
CL00012908,542,31840,related_party,0.416
CL00012909,14207,28142,shared_phone,0.989
CL00012910,20830,20907,shared_director,0.829
CL00012911,38147,44112,shared_beneficial_owner,0.463
CL00012912,19138,12269,shared_phone,0.507
CL00012913,47678,42732,shared_phone,0.579
CL00012914,5977,7706,shared_beneficial_owner,0.692
CL00012915,36288,47830,shared_phone,0.972
CL00012916,45658,10046,shared_beneficial_owner,0.77
CL00012917,26592,47084,shared_director,0.759
CL00012918,46000,23972,shared_phone,0.754
CL00012919,48764,24320,shared_director,0.794
CL00012920,40374,32666,shared_address,0.574
CL00012921,26208,40092,shared_phone,0.77
CL00012922,25815,14509,shared_director,0.575
CL00012923,44288,22379,shared_address,0.839
CL00012924,24544,34332,shared_phone,0.443
CL00012925,11050,20804,related_party,0.825
CL00012926,33390,12319,shared_director,0.687
CL00012927,40881,5498,related_party,0.538
CL00012928,28657,10019,shared_address,0.558
CL00012929,45217,29996,shared_director,0.595
CL00012930,40490,205,shared_beneficial_owner,0.859
CL00012931,22255,37096,related_party,0.478
CL00012932,28204,43588,shared_phone,0.715
CL00012933,38869,45683,shared_phone,0.835
CL00012934,44356,14108,shared_address,0.765
CL00012935,47715,1438,shared_beneficial_owner,0.985
CL00012936,25045,5671,shared_phone,0.95
CL00012937,31025,38334,shared_address,0.955
CL00012938,42697,31854,shared_beneficial_owner,0.416
CL00012939,37757,27807,shared_address,0.755
CL00012940,25119,18421,shared_director,0.962
CL00012941,31476,19974,shared_address,0.656
CL00012942,41206,48124,shared_director,0.465
CL00012943,40744,16086,shared_beneficial_owner,0.574
CL00012944,40997,28727,shared_beneficial_owner,0.568
CL00012945,19520,12758,shared_address,0.629
CL00012946,4708,34834,shared_beneficial_owner,0.76
CL00012947,37029,19226,shared_beneficial_owner,0.532
CL00012948,11622,13964,shared_address,0.656
CL00012949,10074,31854,shared_beneficial_owner,0.487
CL00012950,6611,4127,shared_address,0.83
CL00012951,19211,2115,shared_beneficial_owner,0.51
CL00012952,34960,4382,shared_address,0.894
CL00012953,37058,48591,shared_phone,0.632
CL00012954,5059,20866,shared_beneficial_owner,0.981
CL00012955,16291,22679,shared_director,0.454
CL00012956,5974,27616,shared_director,0.802
CL00012957,1112,6291,shared_director,0.742
CL00012958,30732,24315,shared_address,0.908
CL00012959,11450,46475,shared_beneficial_owner,0.896
CL00012960,7578,3357,shared_beneficial_owner,0.503
CL00012961,21829,15959,shared_phone,0.723
CL00012962,2540,49020,shared_director,0.979
CL00012963,24298,35753,shared_beneficial_owner,0.757
CL00012964,7713,39229,shared_director,0.759
CL00012965,48055,45552,shared_phone,0.486
CL00012966,1110,11472,shared_address,0.724
CL00012967,16508,5644,shared_director,0.772
CL00012968,40333,34877,shared_beneficial_owner,0.811
CL00012969,28089,46067,shared_director,0.715
CL00012970,44899,37591,shared_phone,0.878
CL00012971,19138,46495,shared_address,0.581
CL00012972,24206,26939,related_party,0.754
CL00012973,24566,21413,shared_address,0.621
CL00012974,31609,38178,shared_phone,0.493
CL00012975,1143,44740,shared_beneficial_owner,0.711
CL00012976,38732,49991,shared_beneficial_owner,0.923
CL00012977,34090,22064,shared_address,0.917
CL00012978,32984,35249,shared_beneficial_owner,0.577
CL00012979,13525,33887,shared_address,0.633
CL00012980,9488,35814,shared_phone,0.937
CL00012981,41534,24723,shared_phone,0.48
CL00012982,42025,2649,shared_phone,0.413
CL00012983,46027,22750,shared_beneficial_owner,0.497
CL00012984,25374,8755,shared_director,0.566
CL00012985,38018,36962,shared_address,0.649
CL00012986,35342,30820,related_party,0.638
CL00012987,46897,18310,shared_phone,0.951
CL00012988,5198,31541,shared_director,0.473
CL00012989,41882,25473,related_party,0.873
CL00012990,46937,32651,shared_address,0.961
CL00012991,47727,2641,shared_beneficial_owner,0.452
CL00012992,41833,42162,shared_director,0.678
CL00012993,38255,22924,shared_address,0.526
CL00012994,17772,16790,shared_beneficial_owner,0.812
CL00012995,40475,25395,shared_director,0.765
CL00012996,17219,21608,shared_phone,0.514
CL00012997,16607,17355,shared_address,0.876
CL00012998,35909,20394,shared_address,0.51
CL00012999,23246,18054,shared_phone,0.591
CL00013000,27715,36568,shared_director,0.558
CL00013001,7763,34505,shared_beneficial_owner,0.666
CL00013002,12461,3497,shared_phone,0.96
CL00013003,35784,18075,shared_beneficial_owner,0.683
CL00013004,40128,13519,shared_beneficial_owner,0.68
CL00013005,30066,45185,related_party,0.807
CL00013006,3400,39742,shared_beneficial_owner,0.905
CL00013007,22924,31496,shared_phone,0.546
CL00013008,28536,26007,shared_director,0.789
CL00013009,14267,46047,shared_director,0.593
CL00013010,42803,40546,shared_beneficial_owner,0.965
CL00013011,47750,24604,shared_director,0.92
CL00013012,37696,5535,shared_director,0.95
CL00013013,23025,11935,shared_phone,0.464
CL00013014,16627,44219,shared_director,0.99
CL00013015,38442,9816,shared_beneficial_owner,0.771
CL00013016,16207,26238,shared_address,0.483
CL00013017,12708,20833,shared_beneficial_owner,0.515
CL00013018,20900,26509,shared_address,0.682
CL00013019,5547,20768,related_party,0.781
CL00013020,5371,37184,shared_phone,0.898
CL00013021,23490,25489,shared_phone,0.552
CL00013022,9303,1696,shared_phone,0.93
CL00013023,47749,44335,related_party,0.998
CL00013024,766,35810,shared_beneficial_owner,0.548
CL00013025,43634,23598,shared_address,0.981
CL00013026,46825,38029,shared_director,0.811
CL00013027,45429,18298,shared_phone,0.53
CL00013028,12076,20481,shared_address,0.77
CL00013029,41346,12665,shared_director,0.833
CL00013030,36427,14218,related_party,0.743
CL00013031,30244,28172,shared_address,0.658
CL00013032,32184,45225,shared_address,0.621
CL00013033,39284,45326,shared_beneficial_owner,0.845
CL00013034,37965,4582,related_party,0.672
CL00013035,20658,16845,shared_phone,0.589
CL00013036,3790,29453,shared_phone,0.831
CL00013037,17649,1442,shared_beneficial_owner,0.956
CL00013038,13826,892,shared_director,0.702
CL00013039,40382,26437,shared_director,0.761
CL00013040,38669,20438,shared_director,0.762
CL00013041,20105,22369,shared_address,0.597
CL00013042,22849,1124,shared_beneficial_owner,0.725
CL00013043,49017,38593,shared_address,0.926
CL00013044,39592,43105,shared_director,0.401
CL00013045,20057,45027,shared_address,0.622
CL00013046,24837,5136,shared_beneficial_owner,0.593
CL00013047,40210,40147,shared_address,0.86
CL00013048,2275,35591,shared_phone,0.619
CL00013049,17298,15225,related_party,0.861
CL00013050,45783,22842,shared_director,0.653
CL00013051,7825,9612,shared_beneficial_owner,0.509
CL00013052,41349,23950,shared_beneficial_owner,0.793
CL00013053,28283,15716,shared_phone,0.777
CL00013054,32335,25133,shared_director,0.639
CL00013055,25119,32023,related_party,0.877
CL00013056,49615,24336,shared_beneficial_owner,0.505
CL00013057,13899,41530,shared_director,0.623
CL00013058,45145,35080,shared_beneficial_owner,0.54
CL00013059,6785,16279,shared_beneficial_owner,0.71
CL00013060,13326,10399,shared_director,0.743
CL00013061,21276,42680,shared_director,0.802
CL00013062,434,7241,shared_beneficial_owner,0.521
CL00013063,36666,20196,shared_beneficial_owner,0.935
CL00013064,23803,5986,shared_director,0.887
CL00013065,6851,29121,shared_phone,0.873
CL00013066,44250,34496,shared_address,0.634
CL00013067,2563,1098,shared_director,0.695
CL00013068,37750,33462,shared_beneficial_owner,0.464
CL00013069,10476,21370,shared_address,0.909
CL00013070,16863,17291,shared_address,0.422
CL00013071,45649,21840,shared_director,0.422
CL00013072,35796,20194,shared_director,0.502
CL00013073,26061,29743,shared_director,0.511
CL00013074,14622,39635,shared_beneficial_owner,0.875
CL00013075,9596,16656,shared_address,0.922
CL00013076,19363,43684,shared_address,0.497
CL00013077,41707,38373,shared_address,0.974
CL00013078,4076,45998,shared_director,0.935
CL00013079,29635,30535,shared_director,0.874
CL00013080,714,22379,shared_phone,0.955
CL00013081,18460,30456,shared_phone,0.993
CL00013082,36040,23910,shared_address,0.813
CL00013083,3289,305,shared_phone,0.851
CL00013084,16545,17670,shared_beneficial_owner,0.722
CL00013085,24786,2355,shared_phone,0.731
CL00013086,28091,18392,shared_address,0.6
CL00013087,3294,29438,shared_director,0.624
CL00013088,33120,34097,shared_phone,0.886
CL00013089,3314,31342,shared_beneficial_owner,0.907
CL00013090,43298,20268,related_party,0.511
CL00013091,14683,38559,shared_phone,0.851
CL00013092,46526,12816,related_party,0.525
CL00013093,49543,47417,related_party,0.498
CL00013094,48760,36638,shared_director,0.621
CL00013095,8147,7713,shared_phone,0.47
CL00013096,29687,43684,shared_beneficial_owner,0.571
CL00013097,9731,24798,shared_director,0.645
CL00013098,48728,58,shared_director,0.563
CL00013099,46780,35053,shared_phone,0.505
CL00013100,13764,3267,shared_phone,0.505
CL00013101,35819,24656,shared_beneficial_owner,0.576
CL00013102,37976,2487,shared_director,0.884
CL00013103,2454,11774,shared_phone,0.598
CL00013104,46632,11719,shared_beneficial_owner,0.893
CL00013105,39456,21448,shared_director,0.919
CL00013106,40176,20614,shared_director,0.661
CL00013107,11746,45849,related_party,0.957
CL00013108,31743,39185,shared_beneficial_owner,0.666
CL00013109,15835,37777,shared_address,0.579
CL00013110,5033,36366,shared_address,0.986
CL00013111,7994,44617,shared_beneficial_owner,0.744
CL00013112,28530,38530,shared_director,0.646
CL00013113,18091,33448,shared_address,0.604
CL00013114,43649,5639,shared_address,0.564
CL00013115,18069,34129,shared_beneficial_owner,0.754
CL00013116,25964,34689,shared_director,0.857
CL00013117,42885,12284,shared_address,0.532
CL00013118,603,47374,shared_phone,0.884
CL00013119,23490,27,shared_beneficial_owner,0.935
CL00013120,31754,15633,shared_director,0.894
CL00013121,9918,34972,shared_beneficial_owner,0.846
CL00013122,48777,22836,shared_beneficial_owner,0.722
CL00013123,30945,42514,shared_director,0.62
CL00013124,16485,10415,shared_director,0.823
CL00013125,37373,10171,shared_director,0.889
CL00013126,47553,2126,shared_beneficial_owner,0.867
CL00013127,41936,5283,shared_phone,0.508
CL00013128,7440,11597,shared_phone,0.603
CL00013129,9659,27138,shared_phone,0.973
CL00013130,7318,20391,shared_phone,0.586
CL00013131,1754,19680,shared_beneficial_owner,0.844
CL00013132,7058,14562,shared_beneficial_owner,0.554
CL00013133,4508,25495,shared_beneficial_owner,0.659
CL00013134,16331,8715,shared_address,0.401
CL00013135,4303,48527,shared_director,0.974
CL00013136,36935,43138,shared_director,0.5
CL00013137,29445,38710,shared_beneficial_owner,0.564
CL00013138,22870,49003,shared_director,0.888
CL00013139,32560,41159,shared_director,0.692
CL00013140,31381,21476,shared_director,0.69
CL00013141,45440,29267,shared_director,0.48
CL00013142,29681,5725,shared_phone,0.875
CL00013143,34722,12424,related_party,0.881
CL00013144,30140,20870,shared_director,0.98
CL00013145,28856,39018,shared_phone,0.414
CL00013146,14332,37657,shared_director,0.685
CL00013147,36805,26506,shared_address,0.867
CL00013148,46626,38368,shared_address,0.459
CL00013149,35812,4657,shared_beneficial_owner,0.915
CL00013150,31038,18568,shared_address,0.941
CL00013151,16265,17567,shared_director,0.733
CL00013152,14809,26046,shared_address,0.412
CL00013153,5861,22894,shared_phone,0.761
CL00013154,12318,21090,shared_address,0.611
CL00013155,20762,33919,related_party,0.871
